"Sales","date","Mo","Tu","We","Th","Fr","Sa","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Promo","mav_5d","lag_1d"
10597,"2013-12-06",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,12427.4,12178
10544,"2013-12-07",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9095.2,13394
8907,"2013-12-09",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9643,10544
8150,"2013-12-10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9862.6,8907
8480,"2013-12-11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9917.6,8150
8463,"2013-12-12",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9335.6,8480
8689,"2013-12-13",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8908.8,8463
12110,"2013-12-14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8537.8,8689
16843,"2013-12-16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12170.6,10597
14471,"2013-12-17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12718,16843
13440,"2013-12-18",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13196.2,14471
13259,"2013-12-19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13808.4,13440
14757,"2013-12-20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,14024.6,13259
14207,"2013-12-21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9707.8,12110
16941,"2013-12-23",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10919.2,14207
6786,"2013-12-24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12611.4,16941
11159,"2013-12-27",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12276,6786
10954,"2013-12-28",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12770,11159
17412,"2013-12-30",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12009.4,10954
9813,"2013-12-31",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12650.4,17412
9525,"2014-01-02",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11224.8,9813
9299,"2014-01-03",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11772.6,9525
10569,"2014-01-04",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11400.6,9299
13086,"2014-01-06",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13716.4,14757
10338,"2014-01-07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12965,13086
9271,"2014-01-08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12138.4,10338
9489,"2014-01-09",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11304.6,9271
9154,"2014-01-10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10550.6,9489
9203,"2014-01-11",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11040.6,10569
7838,"2014-01-13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9398.8,9203
7465,"2014-01-14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9003.8,7838
6571,"2014-01-15",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8591.8,7465
6927,"2014-01-16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8046.2,6571
7654,"2014-01-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7600.8,6927
9451,"2014-01-18",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7291,7654
10734,"2014-01-20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10327,9154
9456,"2014-01-21",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9856.6,10734
8898,"2014-01-22",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9680.2,9456
9580,"2014-01-23",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9605.6,8898
9154,"2014-01-24",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9623.8,9580
9756,"2014-01-25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7554.2,9451
7800,"2014-01-27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8012.4,9756
7268,"2014-01-28",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8258.2,7800
7996,"2014-01-29",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326.4,7268
7860,"2014-01-30",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8394.8,7996
10468,"2014-01-31",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8136,7860
12028,"2014-02-01",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8278.4,10468
13634,"2014-02-03",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10139.2,9154
10795,"2014-02-04",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10719.2,13634
10046,"2014-02-05",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10987,10795
9589,"2014-02-06",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11216.6,10046
9571,"2014-02-07",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,11218.4,9589
9842,"2014-02-08",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8632.6,12028
9075,"2014-02-10",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9147.4,9842
7483,"2014-02-11",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9363.2,9075
8244,"2014-02-12",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9287.8,7483
7765,"2014-02-13",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8843,8244
8877,"2014-02-14",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8481.8,7765
9171,"2014-02-15",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8288.8,8877
11297,"2014-02-17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10647,9571
9676,"2014-02-18",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10179.6,11297
9010,"2014-02-19",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9955.8,9676
9452,"2014-02-20",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9748.6,9010
9193,"2014-02-21",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9721.2,9452
10047,"2014-02-22",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8312.4,9171
7782,"2014-02-24",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8825.2,10047
6812,"2014-02-25",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8732.8,7782
6987,"2014-02-26",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8542.2,6812
7723,"2014-02-27",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8164.2,6987
10849,"2014-02-28",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7870.2,7723
11248,"2014-03-01",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8030.6,10849
13685,"2014-03-03",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10136.6,9193
11220,"2014-03-04",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10614.2,13685
9039,"2014-03-05",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10923,11220
9072,"2014-03-06",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10928.8,9039
9986,"2014-03-07",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10852.8,9072
9296,"2014-03-08",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8471.4,11248
7809,"2014-03-10",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8968.2,9296
7021,"2014-03-11",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9132.6,7809
7318,"2014-03-12",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8992.2,7021
6987,"2014-03-13",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8286,7318
7336,"2014-03-14",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7686.2,6987
10009,"2014-03-15",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7294.2,7336
11669,"2014-03-17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10605,9986
9920,"2014-03-18",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10201.8,11669
8672,"2014-03-19",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9941.8,9920
8074,"2014-03-20",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9868.4,8672
9292,"2014-03-21",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9668.8,8074
9676,"2014-03-22",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7590.8,10009
7992,"2014-03-24",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8121.8,9676
7277,"2014-03-25",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8256.6,7992
7095,"2014-03-26",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8314.6,7277
7006,"2014-03-27",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8266.4,7095
7696,"2014-03-28",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7809.2,7006
8880,"2014-03-29",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7413.2,7696
14638,"2014-03-31",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9443,9292
11772,"2014-04-01",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10036.8,14638
9585,"2014-04-02",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10407.2,11772
9189,"2014-04-03",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10589.8,9585
9411,"2014-04-04",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10812.8,9189
9423,"2014-04-05",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7697,8880
7733,"2014-04-07",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8126.2,9423
7074,"2014-04-08",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8253.8,7733
7890,"2014-04-09",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8267.4,7074
7714,"2014-04-10",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8306.2,7890
7682,"2014-04-11",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7966.8,7714
9200,"2014-04-12",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7618.6,7682
12391,"2014-04-14",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10876.8,9411
11191,"2014-04-15",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10427.4,12391
11237,"2014-04-16",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10311.2,11191
13084,"2014-04-17",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10641.6,11237
10613,"2014-04-19",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8688.8,9200
9723,"2014-04-22",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9396.6,10613
7352,"2014-04-23",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9763.2,9723
7294,"2014-04-24",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9690.8,7352
7041,"2014-04-25",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9613.2,7294
8650,"2014-04-26",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8404.6,7041
11863,"2014-04-28",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10533.8,13084
9680,"2014-04-29",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11066.4,11863
14743,"2014-04-30",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10524.2,9680
15274,"2014-05-02",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11234.6,14743
10330,"2014-05-03",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9336.8,8650
11986,"2014-05-05",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11053.2,15274
9723,"2014-05-06",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11720.4,11986
9245,"2014-05-07",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11292.4,9723
9227,"2014-05-08",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11205.4,9245
10880,"2014-05-09",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10102.2,9227
10559,"2014-05-10",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9568.2,10330
8484,"2014-05-12",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10209.6,10559
7508,"2014-05-13",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10447.6,8484
7268,"2014-05-14",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10541,7508
7145,"2014-05-15",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8939.8,7268
7948,"2014-05-16",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8192.8,7145
9040,"2014-05-17",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7670.6,7948
11433,"2014-05-19",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9844.2,10880
8127,"2014-05-20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9733.6,11433
8408,"2014-05-21",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9414.4,8127
8924,"2014-05-22",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9247,8408
8611,"2014-05-23",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9186.4,8924
9218,"2014-05-24",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7696,9040
7949,"2014-05-26",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8038,9218
7193,"2014-05-27",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8174.2,7949
11073,"2014-05-28",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8183.8,7193
13149,"2014-05-30",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8808.8,11073
11018,"2014-05-31",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9716.4,13149
13087,"2014-06-02",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9582,8611
11083,"2014-06-03",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9912.8,13087
10584,"2014-06-04",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10504,11083
10774,"2014-06-05",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10939.2,10584
10705,"2014-06-06",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11309.2,10774
10164,"2014-06-07",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10013.8,11018
10239,"2014-06-10",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10456.8,10164
8163,"2014-06-11",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11066,10239
8637,"2014-06-12",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10484,8163
8077,"2014-06-13",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9581.6,8637
11209,"2014-06-14",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9056,8077
11121,"2014-06-16",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11347.4,10705
10097,"2014-06-17",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10954.2,11121
8791,"2014-06-18",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10757,10097
9446,"2014-06-19",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10398.4,8791
9503,"2014-06-20",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10132.8,9446
8683,"2014-06-21",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8923.8,11209
8998,"2014-06-23",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8612.6,8683
7723,"2014-06-24",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8779.6,8998
8450,"2014-06-25",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8596.8,7723
7080,"2014-06-26",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8671.4,8450
7556,"2014-06-27",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8186.8,7080
9601,"2014-06-28",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7961.4,7556
15672,"2014-06-30",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9811.2,9503
11584,"2014-07-01",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10721.4,15672
10575,"2014-07-02",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11018.8,11584
10659,"2014-07-03",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11375.6,10575
8551,"2014-07-04",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11618.2,10659
10034,"2014-07-05",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7872,9601
9810,"2014-07-07",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8334.2,10034
8844,"2014-07-08",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8606.2,9810
9042,"2014-07-09",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8959,8844
10000,"2014-07-10",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9256.2,9042
9195,"2014-07-11",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9546,10000
10335,"2014-07-12",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9378.2,9195
12949,"2014-07-14",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11765,8551
10719,"2014-07-15",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11220.4,12949
10720,"2014-07-16",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11047.4,10719
10045,"2014-07-17",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11076.4,10720
9353,"2014-07-18",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10953.6,10045
8840,"2014-07-19",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9286.8,10335
8649,"2014-07-21",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9286,8840
7589,"2014-07-22",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9207.4,8649
6514,"2014-07-23",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8725.2,7589
7355,"2014-07-24",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8189,6514
7655,"2014-07-25",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7789.4,7355
8805,"2014-07-26",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7552.4,7655
11033,"2014-07-28",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10647.6,9353
9808,"2014-07-29",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10264.4,11033
10032,"2014-07-30",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10082.2,9808
12533,"2014-07-31",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9944.6,10032
